Provider,TotalClaims,AnomalousClaims,AverageRiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate
PRV55053,54,0,2.42,9.6,No,0.0
PRV55071,70,0,2.42,13.31,No,0.0
PRV55348,7,0,2.42,7.36,No,0.0
PRV55876,19,0,2.42,5.95,No,0.0
PRV55919,21,0,2.42,12.2,No,0.0
PRV56015,149,0,2.42,15.37,No,0.0
PRV56080,5,0,2.42,4.27,No,0.0
PRV56384,49,0,2.42,12.98,No,0.0
PRV56856,90,0,2.42,15.41,No,0.0
PRV57162,104,0,2.42,12.88,Yes,0.0
PRV57244,4,0,2.42,4.77,No,0.0
PRV57415,86,0,2.42,9.34,No,0.0
PRV51740,57,0,2.41,9.49,No,0.0
PRV51934,111,0,2.41,14.09,No,0.0
PRV51965,19,0,2.41,9.36,No,0.0
PRV51989,18,0,2.41,7.29,No,0.0
PRV52160,53,0,2.41,9.46,No,0.0
PRV52381,80,0,2.41,10.47,No,0.0
PRV52610,17,0,2.41,9.54,No,0.0
PRV52745,156,0,2.41,10.79,No,0.0
PRV53210,32,0,2.41,9.9,No,0.0
PRV53556,31,0,2.41,11.14,No,0.0
PRV53635,54,0,2.41,11.7,No,0.0
PRV53677,562,0,2.41,15.41,Yes,0.0
PRV53818,10,0,2.41,6.31,No,0.0
PRV54158,9,0,2.41,5.09,No,0.0
PRV54630,85,0,2.41,7.6,No,0.0
PRV54841,6,0,2.41,3.83,No,0.0
PRV55536,222,0,2.41,14.21,No,0.0
PRV56041,55,0,2.41,13.63,No,0.0
PRV56062,25,0,2.41,9.93,No,0.0
PRV56066,8,0,2.41,5.19,No,0.0
PRV56262,15,0,2.41,7.63,No,0.0
PRV56310,1,0,2.41,2.41,No,0.0
PRV57273,9,0,2.41,6.02,No,0.0
PRV57359,102,0,2.41,14.12,No,0.0
PRV51026,76,0,2.4,12.64,No,0.0
PRV51551,28,0,2.4,10.84,No,0.0
PRV51874,44,0,2.4,8.78,No,0.0
PRV52482,1,0,2.4,2.4,No,0.0
PRV52519,100,0,2.4,11.98,No,0.0
PRV52528,26,0,2.4,9.14,No,0.0
PRV52533,43,0,2.4,8.95,No,0.0
PRV52922,33,0,2.4,7.11,No,0.0
PRV53044,67,0,2.4,11.12,No,0.0
PRV53106,44,0,2.4,9.3,Yes,0.0
PRV53246,109,0,2.4,9.15,No,0.0
PRV53478,149,0,2.4,13.27,No,0.0
PRV53510,16,0,2.4,7.32,No,0.0
PRV53614,118,0,2.4,12.28,No,0.0
PRV54002,11,0,2.4,6.74,No,0.0
PRV54091,112,0,2.4,9.58,No,0.0
PRV54293,2,0,2.4,3.9,No,0.0
PRV56344,11,0,2.4,5.49,No,0.0
PRV56495,36,0,2.4,9.4,No,0.0
PRV57233,140,0,2.4,10.27,No,0.0
PRV57239,28,0,2.4,9.58,No,0.0
PRV57358,77,0,2.4,8.0,No,0.0
PRV57469,58,0,2.4,15.18,No,0.0
PRV57546,18,0,2.4,14.06,No,0.0
PRV57676,15,0,2.4,8.84,No,0.0
PRV51175,41,0,2.39,9.49,No,0.0
PRV51744,5,0,2.39,8.26,No,0.0
PRV52335,242,0,2.39,12.5,No,0.0
PRV52508,37,0,2.39,11.18,No,0.0
PRV52750,26,0,2.39,9.08,No,0.0
PRV53360,20,0,2.39,11.86,No,0.0
PRV53582,14,0,2.39,5.69,No,0.0
PRV53616,44,0,2.39,11.51,No,0.0
PRV53973,170,0,2.39,14.51,No,0.0
PRV54134,44,0,2.39,8.25,No,0.0
PRV54288,15,0,2.39,12.67,No,0.0
PRV54578,77,0,2.39,7.38,No,0.0
PRV54687,18,0,2.39,8.16,No,0.0
PRV54764,51,0,2.39,8.16,No,0.0
PRV55214,190,0,2.39,14.73,No,0.0
PRV55297,98,0,2.39,14.02,No,0.0
PRV55735,93,0,2.39,15.12,No,0.0
PRV56158,38,0,2.39,11.39,No,0.0
PRV56220,15,0,2.39,7.16,No,0.0
PRV56708,7,0,2.39,8.66,No,0.0
PRV56724,26,0,2.39,7.29,No,0.0
PRV56828,142,0,2.39,10.72,No,0.0
PRV57304,93,0,2.39,10.26,No,0.0
PRV57436,41,0,2.39,12.92,No,0.0
PRV57496,38,0,2.39,11.46,No,0.0
PRV57598,23,0,2.39,9.99,No,0.0
PRV51554,6,0,2.38,6.69,No,0.0
PRV51557,10,0,2.38,12.85,No,0.0
PRV51692,11,0,2.38,6.01,No,0.0
PRV52296,2,0,2.38,4.09,No,0.0
PRV53428,22,0,2.38,6.05,No,0.0
PRV53477,50,0,2.38,9.14,No,0.0
PRV53705,57,0,2.38,9.74,No,0.0
PRV53909,256,0,2.38,13.72,No,0.0
PRV54454,171,0,2.38,14.89,No,0.0
PRV54625,16,0,2.38,5.78,No,0.0
PRV54934,71,0,2.38,7.56,No,0.0
PRV55424,10,0,2.38,8.61,No,0.0
PRV55565,23,0,2.38,13.65,No,0.0
PRV55965,33,0,2.38,10.52,No,0.0
PRV56607,72,0,2.38,9.25,No,0.0
PRV57047,16,0,2.38,7.7,No,0.0
PRV57072,4,0,2.38,3.68,No,0.0
PRV57680,19,0,2.38,7.61,No,0.0
PRV51103,6,0,2.37,5.22,Yes,0.0
PRV51395,20,0,2.37,6.95,No,0.0
PRV51573,92,0,2.37,15.07,No,0.0
PRV52358,18,0,2.37,8.05,No,0.0
PRV53771,51,0,2.37,11.59,No,0.0
PRV53805,70,0,2.37,13.13,No,0.0
PRV54115,4,0,2.37,3.76,No,0.0
PRV54274,47,0,2.37,8.86,No,0.0
PRV54477,100,0,2.37,13.78,No,0.0
PRV55117,4,0,2.37,3.81,No,0.0
PRV55161,2,0,2.37,2.72,No,0.0
PRV55438,219,0,2.37,15.18,No,0.0
PRV55481,52,0,2.37,10.7,No,0.0
PRV55620,15,0,2.37,8.26,No,0.0
PRV55819,198,0,2.37,14.64,No,0.0
PRV55826,26,0,2.37,6.63,No,0.0
PRV56502,7,0,2.37,7.7,No,0.0
PRV56915,4,0,2.37,4.06,No,0.0
PRV57004,123,0,2.37,14.4,No,0.0
PRV57539,33,0,2.37,12.62,No,0.0
PRV51464,145,0,2.36,12.32,No,0.0
PRV52048,108,0,2.36,8.21,No,0.0
PRV52391,22,0,2.36,7.36,No,0.0
PRV53289,106,0,2.36,13.09,No,0.0
PRV53412,27,0,2.36,7.79,No,0.0
PRV53974,67,0,2.36,9.16,No,0.0
PRV53982,9,0,2.36,6.99,No,0.0
PRV54048,4,0,2.36,6.89,No,0.0
PRV55114,13,0,2.36,4.58,No,0.0
PRV55723,47,0,2.36,8.34,No,0.0
PRV55785,9,0,2.36,8.81,No,0.0
PRV56566,176,0,2.36,12.77,Yes,0.0
PRV56788,177,0,2.36,13.26,No,0.0
PRV56958,13,0,2.36,7.32,No,0.0
PRV57352,44,0,2.36,15.43,No,0.0
PRV51994,33,0,2.35,13.47,No,0.0
PRV52433,85,0,2.35,13.62,No,0.0
PRV52548,15,0,2.35,4.82,No,0.0
PRV52948,106,0,2.35,10.61,No,0.0
PRV53103,79,0,2.35,9.81,No,0.0
PRV53717,61,0,2.35,14.27,No,0.0
PRV53838,194,0,2.35,13.41,No,0.0
PRV53896,43,0,2.35,11.41,No,0.0
PRV54604,38,0,2.35,11.54,No,0.0
PRV55006,41,0,2.35,8.24,No,0.0
PRV55511,5,0,2.35,5.56,No,0.0
PRV55898,27,0,2.35,10.1,No,0.0
PRV55904,28,0,2.35,10.57,No,0.0
PRV56169,22,0,2.35,5.91,No,0.0
PRV56316,6,0,2.35,3.57,No,0.0
PRV56645,64,0,2.35,10.09,No,0.0
PRV56923,41,0,2.35,12.27,No,0.0
PRV57010,57,0,2.35,10.82,No,0.0
PRV57205,93,0,2.35,12.19,No,0.0
PRV57424,38,0,2.35,13.01,No,0.0
PRV57610,32,0,2.35,10.62,No,0.0
PRV51052,46,0,2.34,12.27,Yes,0.0
PRV53078,45,0,2.34,13.12,No,0.0
PRV53731,4,0,2.34,5.3,No,0.0
PRV54191,2,0,2.34,2.91,No,0.0
PRV55089,1,0,2.34,2.34,No,0.0
PRV55337,13,0,2.34,10.35,No,0.0
PRV51128,50,0,2.33,6.32,No,0.0
PRV51253,85,0,2.33,8.55,No,0.0
PRV51362,44,0,2.33,10.19,No,0.0
PRV51625,7,0,2.33,6.64,No,0.0
PRV51691,88,0,2.33,14.89,No,0.0
PRV52056,60,0,2.33,12.34,No,0.0
PRV52336,86,0,2.33,13.33,No,0.0
PRV52740,34,0,2.33,10.56,No,0.0
PRV53438,61,0,2.33,10.84,No,0.0
PRV53487,40,0,2.33,8.52,No,0.0
PRV54240,72,0,2.33,10.23,No,0.0
PRV54598,9,0,2.33,4.48,No,0.0
PRV55091,18,0,2.33,9.27,No,0.0
PRV55220,102,0,2.33,14.58,No,0.0
PRV55318,63,0,2.33,13.5,No,0.0
PRV55396,75,0,2.33,8.9,No,0.0
PRV55926,26,0,2.33,9.05,No,0.0
PRV56622,26,0,2.33,6.13,No,0.0
PRV57363,2,0,2.33,2.7,No,0.0
PRV57470,12,0,2.33,8.69,No,0.0
PRV57474,4,0,2.33,6.44,No,0.0
PRV57575,24,0,2.33,8.3,No,0.0
PRV52540,7,0,2.32,6.93,No,0.0
PRV52748,10,0,2.32,8.6,No,0.0
PRV52932,40,0,2.32,10.47,No,0.0
PRV52945,46,0,2.32,11.46,No,0.0
PRV53374,387,0,2.32,14.31,No,0.0
PRV53460,3,0,2.32,6.53,No,0.0
PRV53585,4,0,2.32,4.42,No,0.0
PRV53875,41,0,2.32,6.63,No,0.0
PRV53891,22,0,2.32,9.82,No,0.0
PRV54117,6,0,2.32,7.52,No,0.0
PRV54166,20,0,2.32,7.24,No,0.0
PRV56141,39,0,2.32,9.49,No,0.0
PRV57315,22,0,2.32,5.82,No,0.0
PRV57379,28,0,2.32,10.51,No,0.0
PRV51292,22,0,2.31,6.67,No,0.0
PRV51716,82,0,2.31,10.95,No,0.0
PRV51759,13,0,2.31,7.54,No,0.0
PRV51961,159,0,2.31,14.39,No,0.0
PRV52102,15,0,2.31,6.64,No,0.0
PRV52497,30,0,2.31,10.41,Yes,0.0
PRV52636,21,0,2.31,8.85,No,0.0
PRV52679,53,0,2.31,8.86,No,0.0
PRV53376,74,0,2.31,9.56,No,0.0
PRV53402,17,0,2.31,12.51,No,0.0
PRV53470,64,0,2.31,11.32,No,0.0
PRV53606,76,0,2.31,14.83,No,0.0
PRV53947,8,0,2.31,5.94,No,0.0
PRV54412,70,0,2.31,14.81,No,0.0
PRV54426,24,0,2.31,6.11,No,0.0
PRV54838,58,0,2.31,8.8,No,0.0
PRV54932,59,0,2.31,14.82,No,0.0
PRV55054,69,0,2.31,12.59,No,0.0
PRV55138,3,0,2.31,4.41,No,0.0
PRV55344,14,0,2.31,6.27,No,0.0
PRV55358,37,0,2.31,13.04,No,0.0
PRV55539,3,0,2.31,4.55,No,0.0
PRV55557,68,0,2.31,10.69,No,0.0
PRV55593,147,0,2.31,13.32,No,0.0
PRV56224,111,0,2.31,13.27,No,0.0
PRV56717,8,0,2.31,3.33,No,0.0
PRV57287,289,0,2.31,15.42,No,0.0
PRV57509,58,0,2.31,8.96,No,0.0
PRV51280,39,0,2.3,14.07,No,0.0
PRV52567,66,0,2.3,10.73,No,0.0
PRV52796,48,0,2.3,10.13,No,0.0
PRV53072,18,0,2.3,5.25,No,0.0
PRV53161,7,0,2.3,7.13,No,0.0
PRV53357,2,0,2.3,3.56,No,0.0
PRV53549,6,0,2.3,3.33,No,0.0
PRV53663,76,0,2.3,11.18,No,0.0
PRV54017,13,0,2.3,8.83,No,0.0
PRV54026,3,0,2.3,3.94,No,0.0
PRV54468,21,0,2.3,9.41,No,0.0
PRV54833,88,0,2.3,12.93,No,0.0
PRV55064,621,0,2.3,15.17,No,0.0
PRV55110,40,0,2.3,8.53,No,0.0
PRV55202,30,0,2.3,12.78,No,0.0
PRV55213,81,0,2.3,14.28,No,0.0
PRV56055,9,0,2.3,6.28,No,0.0
PRV56464,84,0,2.3,10.88,No,0.0
PRV56482,28,0,2.3,9.77,No,0.0
PRV57354,22,0,2.3,6.85,No,0.0
PRV51082,34,0,2.29,10.09,No,0.0
PRV51764,33,0,2.29,13.27,No,0.0
PRV52255,10,0,2.29,8.84,No,0.0
PRV52719,63,0,2.29,14.77,No,0.0
PRV52897,45,0,2.29,8.54,No,0.0
PRV52935,280,0,2.29,14.43,No,0.0
PRV54389,56,0,2.29,12.61,No,0.0
PRV54868,105,0,2.29,8.58,No,0.0
PRV55178,31,0,2.29,9.77,No,0.0
PRV55293,33,0,2.29,7.41,No,0.0
PRV56099,3,0,2.29,5.59,No,0.0
PRV56398,19,0,2.29,7.65,No,0.0
PRV51117,12,0,2.28,9.79,No,0.0
PRV51216,71,0,2.28,11.25,No,0.0
PRV52170,43,0,2.28,9.95,No,0.0
PRV52206,5,0,2.28,6.18,No,0.0
PRV52916,26,0,2.28,11.08,No,0.0
PRV53197,4,0,2.28,4.71,No,0.0
PRV53227,74,0,2.28,12.18,No,0.0
PRV53831,83,0,2.28,12.35,No,0.0
PRV54408,106,0,2.28,13.55,No,0.0
PRV54568,56,0,2.28,8.98,No,0.0
PRV54618,32,0,2.28,9.59,No,0.0
PRV55080,8,0,2.28,4.05,No,0.0
PRV55580,66,0,2.28,9.11,No,0.0
PRV55622,1,0,2.28,2.28,No,0.0
PRV56117,14,0,2.28,6.69,No,0.0
PRV56233,98,0,2.28,10.9,No,0.0
PRV56381,8,0,2.28,4.71,No,0.0
PRV57168,75,0,2.28,10.19,No,0.0
PRV57488,5,0,2.28,3.61,No,0.0
PRV57550,29,0,2.28,6.78,No,0.0
PRV51047,11,0,2.27,8.08,No,0.0
PRV51211,2,0,2.27,3.03,No,0.0
PRV51767,12,0,2.27,6.78,No,0.0
PRV51970,35,0,2.27,11.01,No,0.0
PRV52235,2,0,2.27,2.29,No,0.0
PRV52790,28,0,2.27,8.71,No,0.0
PRV53203,7,0,2.27,6.01,No,0.0
PRV53452,62,0,2.27,11.96,No,0.0
PRV54303,16,0,2.27,5.41,No,0.0
PRV54849,12,0,2.27,5.48,No,0.0
PRV54870,8,0,2.27,5.26,No,0.0
PRV54992,18,0,2.27,11.65,No,0.0
PRV55108,223,0,2.27,12.45,No,0.0
PRV56663,251,0,2.27,12.57,No,0.0
PRV56835,103,0,2.27,14.05,No,0.0
PRV57002,50,0,2.27,10.18,No,0.0
PRV57576,22,0,2.27,8.92,No,0.0
PRV52222,54,0,2.26,12.09,No,0.0
PRV52616,15,0,2.26,8.88,No,0.0
PRV52690,117,0,2.26,12.29,Yes,0.0
PRV52711,28,0,2.26,7.75,No,0.0
PRV52865,66,0,2.26,11.24,No,0.0
PRV53126,34,0,2.26,6.84,No,0.0
PRV53611,36,0,2.26,7.32,No,0.0
PRV53784,41,0,2.26,13.02,No,0.0
PRV53794,167,0,2.26,12.36,No,0.0
PRV53798,38,0,2.26,8.92,No,0.0
PRV54413,20,0,2.26,9.62,No,0.0
PRV54415,27,0,2.26,11.55,No,0.0
PRV55141,2,0,2.26,2.56,No,0.0
PRV55283,36,0,2.26,4.88,No,0.0
PRV55446,98,0,2.26,14.09,No,0.0
PRV56186,12,0,2.26,6.93,No,0.0
PRV56198,21,0,2.26,6.58,No,0.0
PRV51610,6,0,2.25,4.61,No,0.0
PRV51732,12,0,2.25,9.01,No,0.0
PRV52451,20,0,2.25,5.61,No,0.0
PRV52770,7,0,2.25,3.54,No,0.0
PRV52928,41,0,2.25,14.04,No,0.0
PRV52981,369,0,2.25,12.8,No,0.0
PRV53975,70,0,2.25,14.11,No,0.0
PRV54342,35,0,2.25,11.8,No,0.0
PRV54763,34,0,2.25,14.16,No,0.0
PRV55519,23,0,2.25,8.24,Yes,0.0
PRV56005,74,0,2.25,14.09,No,0.0
PRV56879,7,0,2.25,4.47,No,0.0
PRV51179,26,0,2.24,8.86,No,0.0
PRV51503,57,0,2.24,9.26,No,0.0
PRV51658,5,0,2.24,6.92,No,0.0
PRV51964,17,0,2.24,7.19,No,0.0
PRV52095,38,0,2.24,11.53,No,0.0
PRV52490,17,0,2.24,5.7,No,0.0
PRV52639,37,0,2.24,8.77,No,0.0
PRV53133,159,0,2.24,11.57,No,0.0
PRV53188,10,0,2.24,7.09,No,0.0
PRV53279,36,0,2.24,10.4,No,0.0
PRV53426,10,0,2.24,7.92,No,0.0
PRV53429,29,0,2.24,7.52,No,0.0
PRV53696,15,0,2.24,10.82,No,0.0
PRV54581,11,0,2.24,5.59,No,0.0
PRV54802,17,0,2.24,6.5,No,0.0
PRV55657,1,0,2.24,2.24,No,0.0
PRV56142,53,0,2.24,8.06,No,0.0
PRV56212,17,0,2.24,5.09,No,0.0
PRV56977,8,0,2.24,5.86,No,0.0
PRV57431,24,0,2.24,6.44,No,0.0
PRV57760,22,0,2.24,6.93,No,0.0
PRV51029,93,0,2.23,15.29,No,0.0
PRV51169,77,0,2.23,12.77,No,0.0
PRV51564,24,0,2.23,11.27,No,0.0
PRV51865,28,0,2.23,9.71,No,0.0
PRV51969,42,0,2.23,8.28,No,0.0
PRV52218,8,0,2.23,5.09,No,0.0
PRV52427,19,0,2.23,5.76,No,0.0
PRV52662,19,0,2.23,8.59,No,0.0
PRV53431,42,0,2.23,12.16,No,0.0
PRV53485,5,0,2.23,8.07,No,0.0
PRV53654,39,0,2.23,9.6,No,0.0
PRV53729,3,0,2.23,4.04,No,0.0
PRV54045,3,0,2.23,3.21,No,0.0
PRV54425,18,0,2.23,5.31,No,0.0
PRV54469,11,0,2.23,8.23,No,0.0
PRV55714,22,0,2.23,8.53,No,0.0
PRV55798,6,0,2.23,5.86,No,0.0
PRV56551,36,0,2.23,7.38,No,0.0
PRV56953,20,0,2.23,8.74,No,0.0
PRV56989,2,0,2.23,3.25,No,0.0
PRV57036,20,0,2.23,9.2,No,0.0
PRV57468,12,0,2.23,5.05,No,0.0
PRV51396,44,0,2.22,6.48,No,0.0
PRV51734,20,0,2.22,12.32,No,0.0
PRV52542,62,0,2.22,7.81,No,0.0
PRV53315,25,0,2.22,9.82,No,0.0
PRV53927,11,0,2.22,5.56,No,0.0
PRV54776,37,0,2.22,10.64,No,0.0
PRV54790,8,0,2.22,5.65,No,0.0
PRV54947,26,0,2.22,13.02,No,0.0
PRV55081,30,0,2.22,9.09,No,0.0
PRV55112,32,0,2.22,8.94,No,0.0
PRV55649,2,0,2.22,2.94,No,0.0
PRV56111,93,0,2.22,9.26,No,0.0
PRV56258,70,0,2.22,12.65,No,0.0
PRV57278,7,0,2.22,4.39,No,0.0
PRV57584,43,0,2.22,9.34,No,0.0
PRV52088,44,0,2.21,11.51,No,0.0
PRV53069,11,0,2.21,6.27,No,0.0
PRV53361,9,0,2.21,7.03,No,0.0
PRV53629,15,0,2.21,10.54,No,0.0
PRV54103,187,0,2.21,12.69,Yes,0.0
PRV54444,27,0,2.21,13.79,No,0.0
PRV54859,25,0,2.21,9.0,No,0.0
PRV55993,32,0,2.21,9.47,No,0.0
PRV56364,79,0,2.21,10.37,No,0.0
PRV56373,1,0,2.21,2.21,No,0.0
PRV56473,55,0,2.21,8.57,No,0.0
PRV56679,25,0,2.21,7.33,No,0.0
PRV56728,42,0,2.21,8.91,No,0.0
PRV56914,6,0,2.21,4.89,No,0.0
PRV52121,53,0,2.2,7.5,No,0.0
PRV52962,14,0,2.2,9.88,No,0.0
PRV53492,3,0,2.2,2.94,No,0.0
PRV53842,7,0,2.2,8.48,No,0.0
PRV55352,39,0,2.2,12.71,No,0.0
PRV55995,46,0,2.2,9.85,No,0.0
PRV56319,13,0,2.2,7.3,No,0.0
PRV57013,41,0,2.2,9.84,No,0.0
PRV57571,1,0,2.2,2.2,No,0.0
PRV51313,19,0,2.19,8.09,No,0.0
PRV51688,9,0,2.19,7.81,No,0.0
PRV51846,29,0,2.19,6.92,No,0.0
PRV52037,171,0,2.19,13.45,No,0.0
PRV52171,12,0,2.19,5.94,No,0.0
PRV52397,8,0,2.19,7.87,No,0.0
PRV53625,147,0,2.19,13.6,No,0.0
PRV53764,39,0,2.19,9.56,No,0.0
PRV54383,29,0,2.19,7.78,No,0.0
PRV54668,306,0,2.19,15.4,No,0.0
PRV55497,7,0,2.19,5.36,No,0.0
PRV57197,100,0,2.19,11.04,No,0.0
PRV57270,9,0,2.19,7.43,No,0.0
PRV57570,4,0,2.19,5.4,No,0.0
PRV57691,51,0,2.19,12.07,No,0.0
PRV51314,30,0,2.18,5.52,No,0.0
PRV51487,13,0,2.18,5.79,No,0.0
PRV53721,5,0,2.18,4.77,No,0.0
PRV54109,16,0,2.18,6.85,No,0.0
PRV55088,31,0,2.18,8.39,No,0.0
PRV55364,1,0,2.18,2.18,No,0.0
PRV55554,78,0,2.18,9.33,No,0.0
PRV56030,204,0,2.18,13.19,No,0.0
PRV56305,29,0,2.18,9.75,No,0.0
PRV57686,23,0,2.18,13.12,No,0.0
PRV57735,6,0,2.18,7.37,No,0.0
PRV51190,66,0,2.17,10.7,No,0.0
PRV51931,46,0,2.17,7.46,No,0.0
PRV52708,31,0,2.17,6.57,No,0.0
PRV52794,1,0,2.17,2.17,No,0.0
PRV53566,4,0,2.17,5.64,No,0.0
PRV54024,38,0,2.17,8.66,No,0.0
PRV54223,74,0,2.17,7.91,No,0.0
PRV54270,34,0,2.17,7.24,No,0.0
PRV54472,32,0,2.17,7.23,No,0.0
PRV56075,12,0,2.17,9.99,No,0.0
PRV56553,65,0,2.17,12.37,No,0.0
PRV57189,256,0,2.17,13.49,Yes,0.0
PRV57522,40,0,2.17,7.6,No,0.0
PRV57542,37,0,2.17,7.01,No,0.0
PRV57592,79,0,2.17,7.71,No,0.0
PRV52248,24,0,2.16,6.97,No,0.0
PRV52437,43,0,2.16,9.5,No,0.0
PRV52674,3,0,2.16,4.28,No,0.0
PRV52758,4,0,2.16,5.34,No,0.0
PRV52930,127,0,2.16,9.44,No,0.0
PRV53298,63,0,2.16,6.98,No,0.0
PRV53313,68,0,2.16,10.18,No,0.0
PRV53382,45,0,2.16,15.42,No,0.0
PRV53841,22,0,2.16,9.23,No,0.0
PRV54636,76,0,2.16,8.02,No,0.0
PRV54643,18,0,2.16,12.79,No,0.0
PRV54793,10,0,2.16,5.27,No,0.0
PRV55806,16,0,2.16,6.43,No,0.0
PRV56767,18,0,2.16,6.02,No,0.0
PRV56954,20,0,2.16,7.43,No,0.0
PRV57678,9,0,2.16,8.35,No,0.0
PRV51932,21,0,2.15,10.47,No,0.0
PRV52013,62,0,2.15,8.95,No,0.0
PRV52523,3,0,2.15,3.1,No,0.0
PRV53574,17,0,2.15,10.05,No,0.0
PRV53724,2,0,2.15,3.59,No,0.0
PRV54004,8,0,2.15,3.95,No,0.0
PRV54196,10,0,2.15,4.04,No,0.0
PRV54887,143,0,2.15,12.6,No,0.0
PRV56394,32,0,2.15,9.09,No,0.0
PRV56740,45,0,2.15,7.91,No,0.0
PRV56801,25,0,2.15,8.77,No,0.0
PRV57137,43,0,2.15,9.65,No,0.0
PRV57328,38,0,2.15,11.03,No,0.0
PRV51392,17,0,2.14,8.29,No,0.0
PRV51416,81,0,2.14,11.73,No,0.0
PRV51703,2,0,2.14,3.96,No,0.0
PRV52007,18,0,2.14,11.11,No,0.0
PRV52186,41,0,2.14,8.92,No,0.0
PRV53782,53,0,2.14,15.45,No,0.0
PRV55656,30,0,2.14,7.12,No,0.0
PRV56251,30,0,2.14,10.12,No,0.0
PRV56823,18,0,2.14,6.96,No,0.0
PRV57647,46,0,2.14,12.03,No,0.0
PRV51098,4,0,2.13,7.02,No,0.0
PRV51323,76,0,2.13,9.01,No,0.0
PRV51442,6,0,2.13,5.63,No,0.0
PRV51582,4,0,2.13,2.87,No,0.0
PRV51812,1,0,2.13,2.13,No,0.0
PRV52087,56,0,2.13,13.96,No,0.0
PRV52354,66,0,2.13,9.07,No,0.0
PRV52568,87,0,2.13,9.58,No,0.0
PRV52704,159,0,2.13,12.02,No,0.0
PRV53387,49,0,2.13,11.2,No,0.0
PRV54450,10,0,2.13,6.78,No,0.0
PRV54862,7,0,2.13,7.56,No,0.0
PRV54904,19,0,2.13,5.79,No,0.0
PRV55123,2,0,2.13,4.1,No,0.0
PRV55191,90,0,2.13,8.69,No,0.0
PRV55291,6,0,2.13,3.7,No,0.0
PRV55530,71,0,2.13,11.44,No,0.0
PRV56068,41,0,2.13,9.34,No,0.0
PRV56092,5,0,2.13,4.63,No,0.0
PRV56392,20,0,2.13,6.99,Yes,0.0
PRV57261,10,0,2.13,6.03,No,0.0
PRV57627,28,0,2.13,8.65,No,0.0
PRV57658,51,0,2.13,7.08,No,0.0
PRV57730,40,0,2.13,6.97,No,0.0
PRV51859,65,0,2.12,10.6,No,0.0
PRV51890,21,0,2.12,11.21,No,0.0
PRV51899,23,0,2.12,11.23,No,0.0
PRV52174,4,0,2.12,5.21,No,0.0
PRV52240,62,0,2.12,8.79,No,0.0
PRV52825,22,0,2.12,10.55,No,0.0
PRV53337,5,0,2.12,3.35,No,0.0
PRV53502,47,0,2.12,12.52,No,0.0
PRV54524,21,0,2.12,10.41,No,0.0
PRV54967,51,0,2.12,8.61,No,0.0
PRV55338,46,0,2.12,9.28,No,0.0
PRV55404,25,0,2.12,5.99,No,0.0
PRV55619,2,0,2.12,3.87,No,0.0
PRV55646,2,0,2.12,2.41,No,0.0
PRV55925,21,0,2.12,7.92,No,0.0
PRV55980,17,0,2.12,6.0,No,0.0
PRV56060,1,0,2.12,2.12,No,0.0
PRV56919,2,0,2.12,3.46,No,0.0
PRV57272,25,0,2.12,9.87,No,0.0
PRV57464,2,0,2.12,2.87,No,0.0
PRV51111,132,0,2.11,11.72,No,0.0
PRV52101,15,0,2.11,5.92,No,0.0
PRV52249,47,0,2.11,6.96,No,0.0
PRV54693,52,0,2.11,7.9,No,0.0
PRV54906,22,0,2.11,9.28,No,0.0
PRV54993,53,0,2.11,11.02,No,0.0
PRV54995,16,0,2.11,6.59,No,0.0
PRV55320,34,0,2.11,7.29,No,0.0
PRV55571,61,0,2.11,8.65,No,0.0
PRV55598,167,0,2.11,11.6,No,0.0
PRV55966,21,0,2.11,6.51,No,0.0
PRV55989,2,0,2.11,4.14,No,0.0
PRV56181,12,0,2.11,7.35,No,0.0
PRV56227,26,0,2.11,8.82,No,0.0
PRV56295,4,0,2.11,3.39,No,0.0
PRV56531,5,0,2.11,6.09,No,0.0
PRV56850,17,0,2.11,10.01,No,0.0
PRV57145,4,0,2.11,3.22,No,0.0
PRV57236,87,0,2.11,9.97,No,0.0
PRV57639,17,0,2.11,6.57,No,0.0
PRV57727,16,0,2.11,6.37,No,0.0
PRV51585,6,0,2.1,6.63,No,0.0
PRV51706,2,0,2.1,2.87,No,0.0
PRV52604,7,0,2.1,6.29,No,0.0
PRV52673,87,0,2.1,11.25,No,0.0
PRV52747,21,0,2.1,5.42,No,0.0
PRV52775,7,0,2.1,7.27,No,0.0
PRV53713,31,0,2.1,8.55,No,0.0
PRV54114,11,0,2.1,5.53,No,0.0
PRV54124,5,0,2.1,3.43,No,0.0
PRV54452,5,0,2.1,2.7,No,0.0
PRV54616,5,0,2.1,6.23,No,0.0
PRV55122,1,0,2.1,2.1,No,0.0
PRV55471,13,0,2.1,5.93,No,0.0
PRV55653,25,0,2.1,7.7,No,0.0
PRV55886,4,0,2.1,4.27,No,0.0
PRV56475,34,0,2.1,9.21,No,0.0
PRV56843,2,0,2.1,3.84,No,0.0
PRV57255,34,0,2.1,9.37,No,0.0
PRV51093,9,0,2.09,5.72,No,0.0
PRV52510,26,0,2.09,12.75,No,0.0
PRV52702,28,0,2.09,9.16,No,0.0
PRV52783,1,0,2.09,2.09,No,0.0
PRV53681,31,0,2.09,14.03,No,0.0
PRV53983,24,0,2.09,9.15,No,0.0
PRV54407,19,0,2.09,7.94,No,0.0
